ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0042692,muscle cell differentiation,144/5224,387/18800,2.969877765273283e-5,0.0023554843025823725,0.001875712272804179,858/7422/70/3479/4015/7168/9643/6095/9759/4775/8038/2022/23411/3670/284612/10038/4089/348093/5915/3688/23462/23363/11214/488/6443/1525/5155/23345/30846/25842/23135/4193/85461/1073/1909/5159/9750/2475/10529/23493/55553/287/7504/1910/5530/9794/26057/5738/9474/4654/90/4773/6662/221662/5339/183/131377/84525/409/4904/51778/4856/84193/29767/87/1756/3845/8516/9734/4851/4629/5999/607/51804/9868/9948/6722/57462/80206/405754/51676/836/4842/7273/2627/4627/58494/4283/3084/2263/54910/6300/10290/57538/64855/8740/1432/575/8536/55544/57190/10398/6272/3481/3488/57496/2254/9043/137868/255743/4772/6497/10611/9149/10818/983/963/9444/5156/10211/4633/136319/5925/71/688/27250/57486/8324/3516/7111/58/3020/27302/22954/1466/5629/7290/1827/26263/4205/4208/627/4868/5573,144
BP,GO:0060284,regulation of cell development,180/5224,500/18800,3.049997006978041e-5,0.0023891643221327988,0.001902532246068174,6091/6356/7422/7132/10979/1946/3479/4882/4135/2200/3987/5728/2932/64581/6993/8600/3397/55294/55079/5324/340481/26039/6653/5978/359845/5361/3976/3458/23405/4089/23500/51726/84376/5744/23462/998/4771/23363/57611/9572/55920/50848/53335/85458/6376/1620/7074/4739/4853/79727/57609/2915/10154/84079/1605/5789/2475/23493/81848/1495/6692/23529/6860/1910/1826/3196/5979/23013/5530/2664/10371/84630/4654/9693/65078/85440/7976/81565/2487/9423/54567/80031/25/170506/2803/4916/120892/27185/646/5584/283659/4821/55636/10501/4099/2670/7274/8864/9175/7414/8766/4763/9734/4851/5362/9370/51441/8654/6498/6722/1949/8831/10221/5991/23111/3207/57715/4131/5458/4915/4038/23566/7732/23316/10507/10505/9798/54910/5048/6664/2316/27020/1954/22902/3706/7161/6239/64855/64689/10509/8153/1003/22933/57698/7133/3091/2737/11023/9037/27339/6497/2043/4168/6049/9148/3984/54626/55198/25960/8650/5663/57556/1601/55604/1399/6281/4673/1523/9241/22954/26263/10500/5764/5879/6663/406/627/9706/6009/3981,180
BP,GO:0022407,regulation of cell-cell adhesion,166/5224,456/18800,3.096464703612882e-5,0.0023925877272000413,0.0019052583618365394,55083/29851/7422/340533/1946/3479/10725/170692/8600/2309/340481/9655/65125/56940/8728/3458/201627/9092/9314/57178/6666/5592/4771/100/10630/2049/288/80381/57678/4680/50848/9840/7297/6376/3952/30009/2534/9223/959/9750/11326/5781/64115/55714/57162/1803/3559/5621/941/6688/8651/9435/6484/55423/11151/5771/3594/25/6363/861/10019/865/3142/8915/375056/8744/8440/10326/84695/26154/9306/51043/4851/9647/2736/9370/51441/3716/56477/6659/8654/6693/1949/28984/23308/26279/940/4301/999/836/9580/3071/384/3718/5578/84433/5962/3575/1493/7082/2526/10563/80762/387/79679/7292/857/2056/6541/5100/3586/8740/1236/1432/2113/2319/50943/283234/2529/3654/5598/1845/3481/81704/5290/10370/2737/55824/3707/25930/7356/149041/1952/5329/3606/11148/3111/10385/57669/3123/10211/201633/7525/140885/26191/912/339390/6504/7048/7037/1051/4651/54542/5970/29126/961/8013/80139/4602/57045/6708/30835/18/10875/5573/634,166
BP,GO:0007160,cell-matrix adhesion,94/5224,235/18800,3.1979410422629896e-5,0.0023925877272000413,0.0019052583618365394,1281/50509/7422/56999/340533/10979/1946/3987/5728/1021/2932/5295/9448/56940/1307/1896/4811/8573/3688/4771/158326/55920/3175/4680/342184/90102/5796/54453/6376/22795/7074/5795/5291/3655/2013/9748/1605/947/22801/10391/1305/5921/22998/25/54822/6614/27185/10018/8499/87/8516/8754/64098/7414/4763/9647/54749/56477/6722/5054/63923/2523/3687/10516/387/7264/5829/1236/967/57662/1029/3693/3685/1845/255743/9480/51057/1490/57669/9344/3204/4088/71/395/6281/7402/613/9358/27329/2824/5879/3694/2017/948,94
BP,GO:0060047,heart contraction,98/5224,247/18800,3.226789567018878e-5,0.0023925877272000413,0.0019052583618365394,70/491/1839/7531/7168/808/3670/6781/493/998/100/488/1525/1573/7042/4193/481/7067/490/1909/6720/186/775/2475/6262/57731/23493/30819/55800/287/1824/1910/6323/10371/51130/9474/2281/817/10060/5144/783/146/6271/183/23327/84525/10539/1829/1756/2697/6196/27129/8862/6330/477/3768/7135/5999/8654/3760/5566/4842/7273/2627/4878/6901/153396/857/2946/2316/796/10052/6331/6327/10021/5025/5290/81033/7068/3759/137868/1490/801/3752/3781/153/4633/10699/10659/776/10142/4090/23704/27302/4205/23171/2034/5350,98
BP,GO:0032386,regulation of intracellular transport,126/5224,332/18800,3.242908503375943e-5,0.0023925877272000413,0.0019052583618365394,7531/2932/5295/55294/3638/6653/3458/127933/57214/80055/23286/7855/998/208/9495/288/65009/30846/9972/51100/3952/9648/6720/2534/8021/51496/64328/51465/5781/27113/116150/5621/7905/2664/79567/6844/665/11052/10657/26229/81565/23317/5599/125170/4734/4659/51715/4478/51763/10178/26119/7514/5296/120892/23400/23779/23557/55696/11235/55432/10425/26154/7323/11132/4763/1660/9230/79752/123264/340146/9370/128637/11261/5566/54741/51128/999/392/4641/4131/5962/161291/2316/8314/4947/5569/22902/5770/1432/9530/8536/51547/3059/5071/57506/53407/29969/9695/284/5743/9531/2737/8724/25930/983/4836/5663/118426/1601/5174/4088/60561/9847/10956/11315/9478/51009/9777/6934/79809/51684/580/5350/948/22885/5587,126
BP,GO:0062197,cellular response to chemical stress,126/5224,332/18800,3.242908503375943e-5,0.0023925877272000413,0.0019052583618365394,8531/677/1654/2882/7168/7128/4170/55139/10276/55294/2309/23411/5978/4363/8575/94241/55074/2353/488/6421/55512/23135/5796/116988/10645/51527/2177/56616/405/538/1909/83959/54033/2534/59338/10202/10891/1965/624/10105/5601/6326/133522/55144/27347/388/4929/9474/154807/847/5599/2054/8678/25/5339/120892/23400/9990/9131/11235/65267/10365/6517/5563/23657/9943/84230/4217/2530/57465/836/1728/54206/558/7732/1147/51314/51389/10533/10516/8989/857/2056/51765/25824/5829/3586/79956/1201/5071/9973/22933/5598/9181/5743/3091/5290/9451/983/5156/132864/5151/84181/51526/328/11315/140885/79912/5893/2308/231/10550/80310/8428/29979/5970/51719/8013/406/219736/2034/2241/948/3304/11179/5587,126
BP,GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,78/5224,188/18800,3.3612033798489794e-5,0.0024513603959933072,0.0019520600391137446,81858/7132/347734/64581/8600/841/329/4919/1896/23636/11214/79971/6376/2534/92140/4615/338339/57162/54602/26057/7329/10342/25/170506/6363/11040/8915/10758/148022/2697/23390/85363/9370/257397/113277/843/10206/10616/9218/84433/55504/1147/80762/387/2316/142678/84336/1236/51246/114609/79155/54106/5579/5071/57506/9830/3654/23476/6885/5581/3357/3123/10346/330/56674/4215/10542/7037/9188/22954/5970/9020/57708/27032/23118/10783/948/5587,78
BP,GO:0035107,appendage morphogenesis,62/5224,142/18800,3.446294243735896e-5,0.0024569367389330626,0.0019565005759825307,1281/1280/341640/578/4154/5087/494470/4089/5915/3206/80144/5396/342184/7042/444/4853/775/80856/2019/860/5916/344191/6662/3226/26005/10018/55636/2697/57167/4851/5362/6659/28982/3207/157506/23322/4038/54928/6468/2263/6664/1954/1889/5727/3235/2254/2737/79977/6497/51057/5663/546/7020/8323/3227/1750/137392/5125/9241/6299/340419/130497,62
BP,GO:0035108,limb morphogenesis,62/5224,142/18800,3.446294243735896e-5,0.0024569367389330626,0.0019565005759825307,1281/1280/341640/578/4154/5087/494470/4089/5915/3206/80144/5396/342184/7042/444/4853/775/80856/2019/860/5916/344191/6662/3226/26005/10018/55636/2697/57167/4851/5362/6659/28982/3207/157506/23322/4038/54928/6468/2263/6664/1954/1889/5727/3235/2254/2737/79977/6497/51057/5663/546/7020/8323/3227/1750/137392/5125/9241/6299/340419/130497,62
BP,GO:0030098,lymphocyte differentiation,142/5224,382/18800,3.552967298277286e-5,0.0025048419452854864,0.001994648307804792,677/1021/6095/9759/2309/64919/9655/578/5087/3458/8320/9092/57178/57379/6666/3688/7855/100/9935/2033/8581/3175/55716/9840/2177/3952/538/5795/10193/30009/974/4853/959/2475/91543/338339/64115/23529/6146/3559/941/6688/8651/96459/639/860/9474/5293/57630/54567/5771/3594/25/931/6363/861/3714/29102/865/3142/150372/10758/3087/8744/112616/55636/84695/602/51043/9734/359948/2736/3452/3662/6659/6722/6693/26279/940/9760/9580/3071/51341/3149/3718/558/84433/3575/1493/3955/80762/84447/387/7292/1316/3570/930/3586/1236/6774/22806/159296/50943/54106/2529/56262/3444/4063/3449/326/2737/678/3707/149041/3606/3111/10385/3123/1794/122706/915/3140/23228/26191/912/6504/8324/6868/3516/7048/1209/2175/54542/3635/6654/3702/6670/4602/10803/3981/10875/3394,142
BP,GO:0009791,post-embryonic development,42/5224,87/18800,3.760366990064742e-5,0.0026219262145011856,0.0020878845057618,3658/7422/2200/27161/64919/2202/578/9314/7855/25976/4237/10765/57493/59338/2475/1826/6335/5326/2067/4929/639/25/84159/10018/1544/26058/7544/54928/4087/57282/2263/8879/159296/64651/55870/5663/546/64072/54542/4594/55224/23515,42
BP,GO:0050770,regulation of axonogenesis,66/5224,154/18800,3.994385019190718e-5,0.0027548231463875115,0.0021937125963518815,6091/7422/1946/4135/5728/2932/5361/57611/2049/85458/7074/57609/10154/7504/1826/5979/2664/10371/65078/81565/9423/80031/2803/5058/27185/10501/4099/9175/8766/5362/6498/6722/1949/8831/23111/57715/4131/5458/4915/23303/4038/23566/10507/10505/9798/54910/5048/26037/1954/22902/2011/10509/8153/57698/9037/2043/4168/6049/3984/5663/57556/1942/10500/627/9706/10090,66
BP,GO:0048608,reproductive structure development,158/5224,433/18800,4.130510669299667e-5,0.0028180742146996112,0.002244080499449734,7942/7422/8531/677/10116/5728/92/7022/4678/2309/5324/8372/23411/841/367/599/8728/6781/3976/578/329/9468/22846/8320/8894/4089/5806/7855/144455/23462/100/57599/25976/5467/2885/5155/10765/3206/7042/79805/6788/8322/3952/405/5159/59338/4853/8031/23493/1495/6692/5154/5781/2288/7026/431707/6615/10371/2067/639/8204/5926/5916/22862/9021/8893/6662/9191/4808/84159/1299/51742/1761/409/10018/5618/55636/3726/2697/11086/51493/10468/7274/658/4851/7544/6789/51804/2620/3417/128637/64478/3207/836/4221/598/157506/5798/2627/558/4762/1508/1027/6874/3955/2263/8879/7812/2296/666/3586/1432/4521/9420/7421/5872/835/5727/400629/3481/5743/2254/3091/10370/2737/79977/23414/3696/10818/55870/5156/57647/8648/8022/546/1399/5654/1747/3516/89766/2674/9394/2175/50814/3491/1051/9241/8748/3020/6299/5764/6670/55224/174/3309/130497/4824/2034,158
BP,GO:1903311,regulation of mRNA metabolic process,113/5224,294/18800,4.340243595800719e-5,0.0029296644271654855,0.002332941686432637,9924/8531/677/27161/10914/1618/6041/5978/2332/27327/4154/23185/7832/4857/23034/3182/340719/9967/10492/79869/7432/22849/10772/167227/26135/54915/5436/253943/60677/54033/79171/3183/4615/9337/7538/57472/10181/6432/3191/84530/55796/4654/27254/23112/11052/91746/10657/170506/9513/221662/10758/4904/55603/10150/9939/4849/7072/26058/1660/4343/8087/56853/7431/54855/10642/51441/55234/55147/4858/55225/51341/5578/9567/2521/10179/129563/7812/79048/3181/1432/114609/5317/9775/10768/678/255967/64506/27339/54715/7356/149041/1859/9444/6427/23367/23318/1996/4686/9646/57703/10659/328/284071/9698/10247/23589/54542/3190/79577/56254/6431/580/83989,113
BP,GO:0030010,establishment of cell polarity,62/5224,143/18800,4.4497509619582385e-5,0.0029302516267650756,0.002333409283475984,55083/2932/6993/154796/55691/3688/23286/2047/998/55968/5908/10252/56288/9750/54908/51421/85440/123016/81565/4478/6363/10758/5584/2697/5754/23094/154810/10890/89958/4131/3996/4627/81609/1639/387/286204/5048/9267/22902/2011/1236/2319/57662/3993/1003/57698/4649/81704/253260/137886/10207/51057/1794/3480/6624/382/1399/23616/7465/22841/889/10090,62
BP,GO:0048872,homeostasis of number of cells,109/5224,282/18800,4.471190251537931e-5,0.0029302516267650756,0.002333409283475984,3658/7422/677/83690/1021/92/7128/84662/10000/2309/578/9898/9991/100/57599/9935/57678/7067/819/405/1831/5291/23186/2821/5781/7538/3559/6688/5926/51621/5293/11151/10661/5771/6662/25/28996/10019/116151/8915/10018/10758/80739/4856/10162/3845/60682/10365/129138/26058/4851/23657/7544/84529/6659/28982/51705/6498/6722/836/3071/51341/3718/54700/558/84433/3575/9258/2056/3988/8314/27240/338442/8740/1236/1432/2113/6774/159296/50943/4151/3059/3091/10370/3202/29985/3707/149041/94081/6772/5925/121260/5366/4090/51542/91/6868/613/54542/3635/6654/6670/4208/84636/79876/2034/6708/3304/8444,109
BP,GO:0034394,protein localization to cell surface,35/5224,69/18800,4.479659697339832e-5,0.0029302516267650756,0.002333409283475984,4130/5796/7375/79608/26056/2013/287/8301/8514/10026/23327/2219/26154/7414/8766/9230/59353/23184/2066/54741/80863/10516/23062/2316/57154/57120/23245/284/57126/382/9777/2252/2824/627/23171,35
BP,GO:1903320,regulation of protein modification by small protein conjugation or removal,97/5224,246/18800,4.692583432564098e-5,0.003022390075841093,0.0024067806999356718,9111/7965/1654/23251/5728/57561/51256/139285/7128/23142/9759/54726/55294/54838/329/55743/91947/54984/57178/57599/7375/819/405/2534/7321/92369/51588/57162/78990/5601/54602/26232/7329/9474/79139/25/6502/23640/131377/120892/409/8915/148022/2729/144165/8864/27085/10010/9683/5716/84101/9112/374969/6659/57761/10318/11261/166979/25898/85453/54165/648/9320/80762/857/55215/672/575/51547/5071/408/284/10363/3091/26354/5581/3984/754/5663/330/9646/10625/11315/26191/25950/8473/84930/29979/5970/83932/55208/56254/3309/2034/3304/84259/331,97
BP,GO:0086001,cardiac muscle cell action potential,38/5224,77/18800,4.715785933936457e-5,0.003022390075841093,0.0024067806999356718,7531/808/488/288/1525/481/775/6262/30819/55800/287/1824/6323/817/783/23327/1829/1756/2697/6330/477/3760/7871/153396/857/2316/10052/6331/6327/10021/3759/801/3752/3781/776/10142/23704/23171,38
BP,GO:0007015,actin filament organization,163/5224,450/18800,4.912435987277508e-5,0.0031169406339275787,0.0024820729198875833,2006/6356/83872/70/10979/83543/7168/357/3397/55761/5295/133746/9886/359845/4430/6709/23500/998/4771/390/57477/2764/22843/2885/8522/50848/342184/90102/203228/6840/6376/1073/4739/8936/51429/2013/9938/89848/2475/7126/10529/57731/23607/1495/79822/10006/5357/133522/10391/5217/5921/81553/388/22998/10344/829/11151/65108/5756/64780/123016/4542/11135/51763/25/4644/5058/10178/7456/6710/51734/5339/5584/4642/8440/29767/9050/87/85464/7401/57026/5999/55607/9647/2620/283446/9948/6722/28984/80206/64857/54509/7171/3071/7273/4641/54942/23647/5962/7082/387/129446/2316/201191/22902/5829/57704/1236/9530/119/343578/8153/3059/5071/3693/57698/408/9181/5319/3925/4646/5290/253260/10278/9037/55616/6711/120/5581/7170/10810/3984/1490/93663/1729/136319/6624/55704/4088/71/55604/395/832/382/6281/4082/90550/10096/23616/7111/58/1901/5629/5358/961/5879/10094/2017/23580/6708/2241/4868/2059,163
BP,GO:0051588,regulation of neurotransmitter transport,46/5224,99/18800,5.501399297755499e-5,0.0034224396168757295,0.0027253469637930406,2932/808/2332/23621/1268/8573/3688/488/5908/5906/1812/41/6860/5217/10814/25953/783/84961/120892/9783/23557/150/2670/8864/4763/6855/477/1143/4842/6812/6804/28964/1815/339302/55784/5579/5071/6857/9498/10211/8564/3356/27345/2824/4208/57617,46
BP,GO:0035637,multicellular organismal signaling,69/5224,164/18800,5.5017941831572014e-5,0.0034224396168757295,0.0027253469637930406,23114/491/7531/808/3670/2332/10368/493/2898/3751/488/288/1525/481/490/1812/775/2475/6262/57731/55800/287/1824/6326/6335/6323/6328/2281/817/10060/6334/5144/783/5339/183/1829/2697/10242/4099/6330/477/1143/3760/5566/4915/857/5048/2316/3736/10052/6331/6329/6327/10021/5025/81033/3759/801/3752/3781/10699/776/10142/27345/23704/1901/4205/5350/6332,69
BP,GO:0034968,histone lysine methylation,56/5224,127/18800,5.79090206533035e-5,0.003567308116943793,0.002840708218046569,6018/200424/84444/54790/64324/84787/1789/83852/9869/23411/4089/3720/51111/8085/4837/55209/57343/387893/80335/5926/80854/54880/55818/58508/51742/84332/84193/55170/4297/3054/4221/4801/4802/11107/6839/79918/140690/672/2122/10322/23476/7468/54904/22823/56979/55870/54934/9646/546/51230/8473/55683/2672/55183/284058/4602,56
BP,GO:0051051,negative regulation of transport,167/5224,464/18800,5.887060920693125e-5,0.003591673225172873,0.0028601105687577934,26045/91404/7132/7531/124930/5728/7032/28954/10434/808/3638/192683/5978/2332/65125/6781/3976/1268/55691/11255/100/208/3156/288/7432/9972/7447/5908/5906/3952/283518/538/6720/26056/5021/84079/91543/2771/51465/41/124935/5781/6860/10105/54602/5530/2664/6688/6236/344/345/27347/5733/9474/2281/817/11151/8301/25953/4734/51715/51763/112476/131177/23327/8832/120892/23779/64240/9341/8660/150/4856/55917/6536/2697/55432/65267/4763/4851/477/5593/5999/9943/9647/401152/3767/9370/3667/7879/11261/2887/2065/4842/3071/392/4131/88455/4923/4762/80223/9525/5167/80762/857/3084/2056/2946/4947/5715/5569/387129/1815/57120/9530/54106/5579/5071/54899/3685/29969/9711/7133/284/5743/9531/8724/5581/65266/10681/344901/801/55198/6424/6311/10956/11315/140885/382/1595/1742/9478/347730/3356/613/51009/10550/23704/29979/6386/51719/961/90007/6588/2824/5879/51684/580/8682/130497/5350/130399/948/144453/18/5587/634,167
BP,GO:0034329,cell junction assembly,153/5224,420/18800,5.967244047029779e-5,0.0036059203312765664,0.0028714557820293672,26045/7422/10979/1946/3987/9076/5728/2561/204851/3915/9448/7058/56940/1307/3556/421/2047/7855/998/221935/23363/27253/55920/23136/53942/2049/50848/342184/90102/5796/5908/55209/51225/153562/5906/57493/5795/56288/5021/1812/3655/1008/9748/5789/257194/1500/1495/287/54413/1826/147381/26052/6615/10391/26280/22998/829/9693/9423/25/4916/200933/5339/183/87/2697/7414/9647/51804/7368/2066/9948/10082/6722/5566/4301/999/4641/5818/4131/4915/4038/23396/5578/23316/7082/10507/84189/387/857/3084/2823/27020/9378/43/347902/8502/119/575/10052/5872/5317/57662/1003/4649/55203/1845/8128/91862/79977/40/10611/10207/51057/139065/57669/9344/53842/10211/4884/2555/6801/6624/60/4088/83660/71/395/382/1399/6281/347730/613/1141/23616/158038/2554/5586/6386/2895/2824/5879/80139/56130/10804/22865/4208/627/2017/9073/23284/56126/1004,153
BP,GO:0008361,regulation of cell size,74/5224,179/18800,6.065543645206776e-5,0.0036307428706449994,0.0028912223929486117,7422/1946/5728/2932/10000/57611/361/538/57609/2475/1808/7504/1826/5979/2664/10371/6560/5916/65078/81565/9423/80031/389541/4478/25/2803/27185/9990/10501/65267/4099/9175/8766/2784/84561/6722/10451/23111/57715/4131/5458/128239/23566/5962/3575/10507/387/10505/9798/54910/5048/1954/22902/114908/1201/10509/8153/57698/56262/196527/1385/9037/23038/6049/3984/136319/57556/1182/10542/10500/5879/627/9706/2017,74
BP,GO:1903131,mononuclear cell differentiation,157/5224,433/18800,6.320209100115858e-5,0.0037223849930841484,0.0029641985760530732,7422/677/1021/6095/9759/2309/64919/9655/56998/578/5087/3458/8320/9092/57178/57379/6666/3688/7855/100/9935/2033/8581/3175/55716/9840/2177/3952/538/5795/10193/30009/974/10202/4853/959/2475/91543/338339/64115/23529/6146/3559/941/6688/8651/96459/639/860/9474/5293/57630/54567/5771/3594/25/931/6363/861/3714/29102/865/3142/150372/10758/3087/8744/112616/55636/84695/602/51043/9734/359948/2736/3452/3662/6659/6722/6693/26279/940/9760/9580/3071/51341/3149/3718/558/4627/84433/3575/1493/3955/80762/84447/387/7292/1316/3570/8563/930/3586/1236/6774/22806/159296/50943/54106/2529/116071/56262/3444/4063/3449/326/2737/678/81501/3707/149041/3606/3696/3111/10385/3123/1794/122706/915/3204/5663/3140/23228/26191/912/6504/8324/6868/3516/325/7048/1209/2175/1051/1436/54542/8544/3635/6654/3702/6670/4602/3694/10803/3981/10875/3394,157
BP,GO:0051146,striated muscle cell differentiation,108/5224,281/18800,6.335974456313444e-5,0.0037223849930841484,0.0029641985760530732,858/7422/70/3479/7168/9643/9759/8038/3670/10038/4089/5915/3688/23363/11214/6443/1525/30846/23135/85461/1073/5159/9750/2475/10529/23493/55553/7504/5530/9794/5738/9474/4654/90/4773/221662/5339/183/131377/84525/409/4904/51778/4856/29767/3845/9734/4851/4629/5999/607/51804/9868/9948/6722/57462/80206/405754/51676/836/4842/7273/2627/4627/58494/4283/3084/57538/64855/8740/1432/575/55544/57190/10398/6272/3481/3488/9043/6497/10611/9149/10818/983/963/5156/10211/4633/136319/5925/71/688/57486/8324/3516/7111/58/27302/22954/1466/5629/1827/26263/4205/4208/627/4868/5573,108
BP,GO:0002027,regulation of heart rate,48/5224,105/18800,6.39493479331185e-5,0.003722556079226026,0.0029643348148620835,7531/7168/808/3670/100/488/4193/1909/6720/186/775/6262/57731/23493/55800/287/1824/1910/10371/2281/817/5144/783/146/183/1829/1756/6330/5999/3760/5566/4878/153396/857/6331/6327/10021/81033/3759/801/3752/153/776/10142/23704/23171/2034/5350,48
BP,GO:0051057,positive regulation of small GTPase mediated signal transduction,35/5224,70/18800,6.579653747153508e-5,0.003764344912553446,0.0029976119746599546,1281/6091/3479/8859/9448/10276/10982/11214/50848/5291/5159/4853/55379/57679/65078/8036/2151/5923/3845/23263/4851/27334/221002/115727/3084/2056/408/3685/2846/3707/10161/6654/5879/84636/55914,35
BP,GO:0030217,T cell differentiation,102/5224,263/18800,6.607878490453805e-5,0.003764344912553446,0.0029976119746599546,677/1021/6095/2309/64919/9655/3458/8320/9092/57178/6666/7855/100/9935/55716/9840/2177/3952/538/30009/2475/91543/338339/64115/6146/3559/941/6688/8651/639/860/9474/5293/57630/54567/5771/3594/25/6363/861/3714/29102/865/3142/10758/8744/55636/84695/602/51043/2736/3662/6659/6722/6693/26279/940/9760/9580/3071/3718/84433/3575/1493/3955/387/7292/3570/1236/6774/159296/50943/2529/4063/326/2737/678/3707/149041/3606/3111/10385/3123/1794/122706/915/3140/26191/912/8324/6868/7048/1209/2175/54542/6654/3702/6670/4602/10803/3981/10875,102
BP,GO:1903522,regulation of blood circulation,101/5224,260/18800,6.644706543829566e-5,0.003764344912553446,0.0029976119746599546,491/342527/1839/7531/7168/808/340481/3670/6781/493/100/488/1525/1573/7042/4193/481/7067/3952/490/1909/6720/5021/186/775/6262/57731/23493/30819/55800/287/1824/1910/624/10371/51130/2281/817/10060/25/5144/783/146/6271/183/84525/10539/150/1829/1756/2697/10242/27129/8864/8862/6330/477/3768/5999/10800/8654/3760/5566/6915/4842/4878/387/153396/857/2946/2316/796/10052/6331/1889/6327/10021/5025/5743/81033/7068/3759/40/1490/801/3752/3781/153/4633/10699/10659/776/10142/3356/27345/23704/27302/4205/23171/2034/5350,101
BP,GO:0043122,regulation of I-kappaB kinase/NF-kappaB signaling,99/5224,254/18800,6.709807642182425e-5,0.003767586680499777,0.003000193449694982,81858/7132/9618/347734/7128/64581/6095/5495/8600/7187/23411/841/329/4919/79671/1896/23636/11214/9572/79971/28511/6376/2534/92140/4615/5187/338339/23005/57162/8780/54602/26057/7329/10342/25/170506/6363/11040/8915/10758/148022/2697/23390/85363/10010/9370/257397/10318/113277/843/10206/286827/10616/9218/84433/55504/1147/79931/80762/387/2316/142678/84336/1236/51246/114609/79155/54106/5579/5071/57506/9830/3654/23476/284/6885/5581/3357/55870/3123/6772/55367/10346/330/56674/10771/4215/10542/7037/9188/22954/5970/9020/57708/27032/23118/10783/948/5587,99
BP,GO:0016032,viral process,152/5224,418/18800,6.967258969538982e-5,0.003877829663309196,0.0030879818147541193,4774/858/1654/9076/11320/905/55048/2932/6993/9869/6041/5978/2332/2494/6882/9712/57379/5806/3688/998/440275/2033/1525/50848/9972/51510/11074/2060/1656/1605/91543/4340/7538/23272/941/9140/8411/9474/6484/2589/5045/5481/1452/4734/51763/5094/4684/25978/9213/6614/54956/11253/3839/60559/2219/1105/85363/9683/4851/29915/1660/11059/83666/2530/128637/7342/64710/7879/10318/1949/10450/940/10206/3054/598/286827/3383/5818/55207/558/9218/1508/6487/56649/10533/9525/9798/857/949/6480/6346/950/7812/290/23633/128866/10241/5071/3693/57506/79720/9830/5819/3685/29969/7841/9217/8724/5091/636/200315/63901/983/23367/3123/7726/6772/55254/10346/25827/55065/256435/339390/27336/6504/5886/3356/325/10542/5125/7037/2672/3434/1436/6609/22954/5586/5629/6597/79581/90120/5861/6575/3694/57617/6667/4249/30835/3304/3981/4247/51386,152
BP,GO:0071692,protein localization to extracellular region,133/5224,359/18800,7.383605745597835e-5,0.004073824213549414,0.003244055613626508,9515/1946/3479/2200/4760/64175/9324/3670/5978/51092/3458/376267/6566/1268/55691/22820/55585/5007/9572/3156/143425/5467/79971/7432/5127/7042/7447/3952/6720/26056/818/91543/23607/201475/5781/10497/6860/1910/26258/5530/10802/222546/2281/11069/5481/2029/399979/10972/131177/23400/51172/375056/8660/150/9501/4856/388552/26154/8864/11132/8754/51030/5019/7857/9230/322/6400/3767/374969/6659/9545/201158/3667/55204/5991/23086/10890/128989/199699/7273/3996/5798/6804/2746/80223/6616/173/4087/63941/5048/5715/43/338442/1815/51762/6288/5872/57333/3993/5071/9350/3596/5894/64840/56262/5319/3091/4074/57393/25930/5581/169026/10307/3651/51714/3123/3172/153339/11315/382/1595/90550/116/5125/2182/22841/6934/84315/90007/406/2752/130399/18,133
BP,GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",31/5224,60/18800,7.677045250008528e-5,0.004171684461010173,0.0033219833956034716,5978/2332/4154/4857/9967/60677/54033/10181/3191/84530/55796/4654/91746/10657/9513/221662/10150/9939/7072/8087/56853/55234/4858/55225/51341/10179/54715/6427/10659/6431/83989,31
BP,GO:0060249,anatomical structure homeostasis,120/5224,319/18800,7.69246780044429e-5,0.004171684461010173,0.0033219833956034716,1281/1280/2074/7422/491/3908/9076/4760/4015/7032/7128/3915/10000/8600/24/64116/1268/3688/340719/3512/4130/1525/58476/55277/50848/25937/28511/340547/6376/1073/490/167691/5781/79705/947/2660/9069/133522/27347/10590/11151/57551/9215/6662/783/25978/9657/29887/1756/85015/2697/3845/65267/26154/794/7414/4763/7401/26058/4851/6584/9545/7879/6722/6010/196740/323/58494/5578/7082/128338/1639/286204/3988/796/4520/2296/128866/57333/54106/5745/1003/5071/28512/64081/284/5025/5743/7033/9531/3091/145226/563/3375/137868/81501/4753/23746/7275/1490/65217/5925/1200/60/71/1182/51542/64072/4982/9455/7037/1436/1901/22954/3635/10804/580/3694/7399/2034,120
BP,GO:0043543,protein acylation,100/5224,258/18800,7.960589375482977e-5,0.004201332075403479,0.0033455922959539958,25921/54556/1654/54799/2932/9643/5495/6877/340481/23411/3670/51105/10933/23522/8202/3976/4089/54107/51125/2033/79829/10626/55209/80314/7994/8520/80018/57609/10891/5187/114799/6688/9474/4654/57551/23338/9767/93624/253832/26122/23390/4297/5563/51114/322/60560/3662/6659/8464/28999/131540/3054/4842/4801/4674/6874/10902/4802/6883/23181/64769/27154/672/50943/8536/1738/7862/408/64840/6885/138474/55146/23741/6944/4300/79844/4836/56943/8648/54934/60/11315/9913/80218/2308/51230/6418/8473/55683/157570/10943/79960/6879/284058/27097/406/2752/64429/26036/85459,100
