ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0040013,negative regulation of locomotion,135/4834,354/18112,1.353969854904765e-6,5.609248465426971e-5,3.983275306035887e-5,170819/360272/360459/93667/361764/305471/24392/25367/25682/78969/301346/501099/306934/25369/296374/366980/294503/81722/64468/25197/65047/304913/24654/171357/303901/64357/29279/64373/314903/116680/171104/24185/297822/64202/361568/25112/81526/300721/117273/64457/502020/89805/260326/296072/24214/290562/679028/296789/25285/498003/113970/63995/84609/287537/362814/360797/361324/84402/25125/309945/685611/24484/305795/311384/29645/24316/24934/114492/84580/24882/24560/498596/81531/83516/294515/114514/85471/24596/298696/25495/298487/89808/50557/313216/302396/307449/29751/245921/192126/84023/25094/314824/25496/302495/25614/26955/29386/305332/361749/499497/58834/312670/690538/315120/445442/500287/287774/24418/309429/24816/316539/313488/308577/24835/84022/312566/24224/113984/292770/24426/501841/84426/494345/58946/500915/303634/64021/362317/25147/117063/686611/29616/25187/117183/314397,135
BP,GO:0045669,positive regulation of osteoblast differentiation,40/4834,76/18112,1.3554263009162437e-6,5.609248465426971e-5,3.983275306035887e-5,85272/79216/293649/302421/83476/304334/246334/25205/24482/304988/311604/367218/24518/84353/59328/25483/315294/25431/315196/29417/304581/25296/315716/140588/84023/84046/503000/499497/300870/140590/24498/29263/685781/81733/84426/689008/294075/360863/114593/79558,40
BP,GO:1903532,positive regulation of secretion by cell,141/4834,373/18112,1.4109151361945344e-6,5.802388497600023e-5,4.1204291378733804e-5,58812/25051/360570/65153/64440/289733/24392/25682/83730/81803/303382/305999/25369/360725/29335/24410/59295/81022/24957/29560/25703/288995/24505/25114/25416/25159/25012/171104/683667/364403/64444/170912/66026/140908/65206/116728/25196/308589/25706/65152/24482/266688/309135/85420/24675/25316/24771/29491/24817/170915/312896/25531/54239/84590/114111/117096/25479/24247/502585/365802/58942/25622/361351/60351/25216/25248/171018/24602/300666/114514/294560/29219/116470/81820/50577/114700/79121/94338/79128/25608/94270/293615/81648/24493/60564/287275/311846/60584/361967/24166/81632/78961/84589/25298/171101/84023/316258/56827/287005/83629/84046/24807/29597/360034/24925/113976/500865/25716/24323/252857/360571/286937/305853/24498/50662/24413/29263/309757/679869/501083/116600/24835/25107/29717/50554/294075/294806/171052/25328/114593/24952/257648/25509/25147/24329/29716/25187/117183/25238/140665/25047,141
BP,GO:0033143,regulation of intracellular steroid hormone receptor signaling pathway,41/4834,79/18112,1.6207513217916869e-6,6.62394018471385e-5,4.7038346632450464e-5,287422/296083/170917/100362634/301513/294503/313575/497991/246334/64444/64202/117273/83805/297893/24482/29657/84402/170915/29431/25149/365797/363026/84584/117107/114520/79128/65179/60447/100361376/297480/54299/287765/683626/192645/24413/309757/25054/291841/24225/25429/83724,41
BP,GO:0030534,adult behavior,81/4834,191/18112,1.7060953548334528e-6,6.92969594740995e-5,4.920959896105067e-5,54278/24412/29710/29477/116595/29335/360904/84360/294318/300754/288995/25103/24660/303991/140908/25049/116728/290986/25590/83572/300674/360616/116508/25101/25699/266729/25398/54239/171093/60391/25275/313564/117096/24316/691093/313512/58942/306055/309156/29411/304554/29219/25456/306147/24172/25608/50557/64033/59312/81632/60445/24415/84009/24457/266732/29718/81672/29386/25587/290467/316539/293976/362609/114102/81574/84022/29709/25099/306619/360546/83731/89828/304883/24225/58853/305309/117520/25187/24408/25566/688999,81
BP,GO:0048736,appendage development,86/4834,206/18112,1.8142300895045213e-6,7.279045115207165e-5,5.169041955911792e-5,307251/85272/365900/114107/287357/24392/293649/313018/116502/314694/360904/311743/113983/312781/282635/497991/296511/29279/246334/24706/303991/364081/313860/81666/297893/367242/114850/266813/252835/24817/299499/312495/289486/499918/312981/367218/116548/25236/288154/299979/84353/24882/25483/25431/305848/685072/25495/25296/140588/311909/246284/361410/64547/361930/64637/313757/25496/85489/84046/353305/50563/299284/314280/298894/140590/500863/297099/304947/25508/313488/308577/684112/29492/24887/315337/50554/113984/301285/84399/689008/289392/171052/307740/315039/363286/688999,86
BP,GO:0060173,limb development,86/4834,206/18112,1.8142300895045213e-6,7.279045115207165e-5,5.169041955911792e-5,307251/85272/365900/114107/287357/24392/293649/313018/116502/314694/360904/311743/113983/312781/282635/497991/296511/29279/246334/24706/303991/364081/313860/81666/297893/367242/114850/266813/252835/24817/299499/312495/289486/499918/312981/367218/116548/25236/288154/299979/84353/24882/25483/25431/305848/685072/25495/25296/140588/311909/246284/361410/64547/361930/64637/313757/25496/85489/84046/353305/50563/299284/314280/298894/140590/500863/297099/304947/25508/313488/308577/684112/29492/24887/315337/50554/113984/301285/84399/689008/289392/171052/307740/315039/363286/688999,86
BP,GO:0010720,positive regulation of cell development,144/4834,384/18112,1.8441395655767616e-6,7.35420505545157e-5,5.222415012181975e-5,65172/25183/116479/78969/25751/29477/114705/289820/501099/192352/303113/306873/499443/29560/307618/300759/64186/293860/297804/399489/29681/29148/24387/29409/117028/171104/64202/84394/25049/56718/297893/83572/29457/307098/25205/296409/64622/24482/361069/171115/81823/100910729/369016/309376/170915/117542/29431/305987/89816/171571/114111/306941/65178/84353/24882/287110/365299/25478/302965/25008/363062/306147/315217/81737/305589/79128/311331/292732/114090/29361/25495/25296/89808/140588/60584/59312/25694/81732/311071/24948/501069/64030/29456/116554/84009/81516/301511/25496/499022/84046/24370/25614/114208/303823/26955/307940/299799/29216/299284/362873/361749/25587/312213/140590/360921/686779/24498/361555/50662/316085/24418/316539/170851/81830/24835/362173/310461/499593/313633/84050/259270/24716/24224/308831/24577/25661/25054/289392/58946/81677/140933/171500/114487/81749/307833/24225/680835/171355/25509/84006/498549/24329/25019/24170,144
BP,GO:0033673,negative regulation of kinase activity,95/4834,233/18112,1.8770825704308485e-6,7.440483923756013e-5,5.2836839125824585e-5,85272/499941/24708/83721/292887/25367/78969/293649/29477/114705/116723/25369/313729/64468/362513/116477/312781/300980/24855/360555/29644/681059/24185/299626/303885/25112/81666/362778/291610/24205/360593/301119/296072/500985/498003/63995/85265/171136/84402/25521/114509/360584/309377/140448/117186/29645/314623/24316/114906/316131/56029/140607/690898/500616/297682/24602/64204/29417/287931/59314/25296/50557/64152/192126/301164/315858/50677/287005/305922/25725/683722/683206/24498/170538/309757/689710/685781/313633/292912/25099/266709/113984/360481/24426/501841/498008/291171/308909/25404/362622/81745/117063/25675/116457/114851,95
BP,GO:0086010,membrane depolarization during action potential,21/4834,31/18112,2.0824471112926567e-6,8.166218363712718e-5,5.7990470831100255e-5,25722/315611/29710/29571/25399/29701/497770/245956/56827/50563/29686/290533/361833/362524/116600/81574/24766/29717/117018/25576/29716,21
BP,GO:0006470,protein dephosphorylation,110/4834,279/18112,2.084991922650056e-6,8.166218363712718e-5,5.7990470831100255e-5,84686/362930/680616/29424/85237/170917/302890/303342/360993/84351/305482/307618/24667/287115/171357/300980/689995/29753/117536/29644/116680/689588/287447/360593/116504/315648/29748/312634/25537/360616/246255/498003/310760/294930/113970/63995/24675/305477/117281/365396/25529/29645/56011/60587/309179/25622/24242/24244/50663/310806/498145/117256/117104/363193/362102/24629/114767/297682/307169/314388/59319/54705/298696/287931/313027/65179/362238/117255/50557/315348/502935/287585/316157/498949/291914/363122/60445/114124/25639/50677/360514/304488/58834/362665/299147/60336/361502/309513/171070/300253/170538/25118/362524/266611/64513/24835/498331/24224/24673/192361/312381/308909/299694/363249/171102/293410/117063/313131/29616/24668,110
BP,GO:0017015,regulation of transforming growth factor beta receptor signaling pathway,57/4834,123/18112,2.154119849967885e-6,8.341275125824143e-5,5.923359507844085e-5,338475/25751/680066/307376/314694/287155/316312/680717/301291/54281/24914/289754/296072/25705/296179/84574/170915/305539/308478/361954/100366024/364786/29417/117107/298696/79128/360606/360959/65164/311071/83727/25639/367100/306471/305922/81516/313757/311676/498576/84046/690516/290744/114208/365894/83837/300813/24881/445442/314259/309757/25617/50554/102553587/689008/59107/25404/81745,57
BP,GO:0043279,response to alkaloid,80/4834,189/18112,2.155040686003198e-6,8.341275125824143e-5,5.923359507844085e-5,84686/25721/25751/25075/287834/25369/291439/29335/24410/63868/364052/29560/79212/444984/170641/25416/59075/140908/56718/362245/297893/140583/25549/50646/362624/50592/360616/29480/24482/288701/682930/24611/312896/54239/29237/361585/29209/25372/24316/84580/64519/117104/25248/79246/29609/83516/29219/117523/65179/81648/300339/81632/24311/24948/24415/25639/84009/25615/78975/289693/25154/24807/64026/29386/100360880/24498/25617/24887/292804/24224/24577/308909/689560/24225/50664/29680/24326/25147/25238/24408,80
BP,GO:1903844,regulation of cellular response to transforming growth factor beta stimulus,58/4834,126/18112,2.300609347055491e-6,8.848555987175504e-5,6.28359302944682e-5,338475/25751/680066/307376/314694/287155/316312/680717/117279/301291/54281/24914/289754/296072/25705/296179/84574/170915/305539/308478/361954/100366024/364786/29417/117107/298696/79128/360606/360959/65164/311071/83727/25639/367100/306471/305922/81516/313757/311676/498576/84046/690516/290744/114208/365894/83837/300813/24881/445442/314259/309757/25617/50554/102553587/689008/59107/25404/81745,58
BP,GO:1990138,neuron projection extension,87/4834,210/18112,2.3129963978635057e-6,8.848555987175504e-5,6.28359302944682e-5,360272/65172/93667/64440/361764/25183/83721/301346/25751/29477/25595/501099/303113/309650/308690/65047/304913/362249/313155/303901/497198/25416/29409/171572/84394/140908/83572/307403/290562/296789/64622/84609/303206/29254/691317/311144/305679/100910729/361324/25731/363067/309376/170915/29431/89816/311384/25529/84353/24882/302965/114514/117523/305589/24805/29751/81732/501069/29456/690853/690516/303823/26955/307940/29386/299799/296078/25716/302863/24323/312213/140590/360921/65050/300231/81830/79559/117282/25661/50622/140933/24225/366205/171355/297516/313934/24326/25393,87
BP,GO:0060541,respiratory system development,116/4834,298/18112,2.32786741858811e-6,8.8539697192542e-5,6.287437463408959e-5,294925/24790/24650/29459/363071/29227/501099/287707/313729/81707/294503/81722/64186/25512/287986/25703/24831/312781/25114/311553/25049/29348/313860/289229/116590/171068/24914/302424/362624/315139/29748/679028/25285/24482/309135/25317/246323/170915/25531/116466/114031/25236/24268/299979/361341/117033/311061/84353/310315/24525/24629/287899/25478/64191/25431/114110/315196/25267/314436/94338/685072/360230/360606/25495/363185/25296/498769/81648/140588/311909/60584/502935/116557/308435/29300/58868/304071/314930/313757/25496/84046/297480/25154/299138/29386/308523/299284/298894/362264/140590/25116/64032/500863/300128/24413/689710/308577/171160/170851/24835/499593/25099/117282/114634/293166/114487/314785/316325/367846/84431/24329/24668/494125/25698/361419/317646,116
BP,GO:0010976,positive regulation of neuron projection development,93/4834,228/18112,2.346538987304205e-6,8.87369341175958e-5,6.301443777763683e-5,85272/83721/289733/317235/29477/289820/84351/293860/117279/304913/312781/25696/310533/24855/25466/29644/295695/56718/360632/64457/293546/83572/24214/50646/64622/113970/29704/170915/117542/60328/25227/296293/309179/308578/25248/315217/24596/305589/24335/171517/360606/310812/25296/89808/60584/24166/81732/192126/301164/25262/58868/117258/84009/84685/499022/293056/295347/26955/307940/29597/29686/84597/686779/312401/24498/361555/362481/309757/79252/25617/308739/362173/310461/313633/307390/117243/24716/117282/312299/309855/94195/25054/81677/171500/300857/304883/84510/24225/60665/291852/84006/301009/291713,93
BP,GO:0072006,nephron development,72/4834,166/18112,2.3602227960517948e-6,8.874437713154748e-5,6.301972325818899e-5,85272/315546/24650/50672/311182/25640/117092/84469/313575/311163/117279/311553/94203/79225/155012/289229/89805/171356/113970/25317/287715/24499/116466/25690/311508/362918/25236/306664/84353/498328/85497/24629/306657/85471/315196/25267/360606/25495/25296/140588/60584/502935/116557/50677/25496/498819/503000/299138/24881/499497/304947/170672/366542/29492/56761/50554/24716/25494/24224/114634/301285/64017/24577/84426/364706/89807/25252/286994/24326/307740/25240/25406,72
BP,GO:0018209,peptidyl-serine modification,131/4834,345/18112,2.5102011285979506e-6,9.384729219417337e-5,6.664343785793244e-5,304286/170819/24650/81530/171040/308463/207122/289747/84351/116502/316369/301513/361696/50686/688540/287986/315664/365691/116477/100361138/29702/362760/311437/54348/64363/58935/24185/500526/25058/25112/140908/56820/116549/56718/81649/83805/116590/25523/25537/360616/361069/85420/303206/25181/362817/79011/361840/29431/114509/360584/690575/60391/60328/306764/289014/117558/24316/64462/363159/295707/361715/59326/81531/116667/311622/289482/29219/308468/81737/24335/691171/287931/304074/50557/60584/316370/306404/170911/100362347/83840/116554/140942/497961/305922/81516/78975/310698/296753/303823/362453/290794/299827/25579/116506/686779/312401/24498/301173/313388/170538/501560/309410/308113/26295/24835/317203/360908/24887/24716/24224/310131/25054/89807/494345/25404/365381/81749/301434/24225/304181/81745/292658/24952/84006/25406/24329/25238/362856/362103/171078/24476,131
BP,GO:0032412,regulation of ion transmembrane transporter activity,110/4834,280/18112,2.541752771907071e-6,9.449001830027416e-5,6.70998546208474e-5,29424/315611/367302/25751/25297/100361134/497926/25650/24803/84351/25177/81722/25471/686019/116477/58971/63883/29753/260323/54348/171104/683667/303259/307206/66026/116465/25058/140908/192129/308589/117087/25590/63847/291209/24214/50646/362624/25327/29256/303803/287715/25398/361618/312981/140726/311171/366232/60391/25399/117096/29209/192249/117023/58942/498328/498174/24242/24244/50663/361705/363159/79246/59326/24602/296655/83516/116509/24335/362895/296395/25296/81648/50557/64152/363674/59312/24782/24948/25639/25017/245956/362013/361110/24626/24925/59076/29686/316395/499497/24323/290533/54323/361833/307916/24418/362524/308113/116600/313633/295214/25252/689560/25404/288689/25576/24326/29716/360645/24521/681190,110
BP,GO:1903522,regulation of blood circulation,109/4834,277/18112,2.575100047185717e-6,9.51919006206855e-5,6.759827977207215e-5,58812/25051/65195/50672/315611/367302/24392/309953/25650/29560/81722/50686/29542/498918/25108/25471/58971/25505/24831/63883/365228/298184/117028/683667/24185/64444/29358/117273/29480/29571/171115/85420/25699/29254/24448/312896/312981/305987/25690/25399/313564/29209/192249/24473/24247/24174/24316/24242/24244/50663/363159/89843/24602/25608/89808/29180/307562/291760/289734/24782/29751/155430/25026/29693/63840/245956/81516/50563/24807/24626/24925/29686/29712/24323/309957/140590/64032/309757/24241/24816/171160/170851/116600/24835/300992/25107/29717/295214/25513/503018/85385/54234/25252/689560/313587/25404/50664/295929/257648/24929/117018/24326/25675/24329/24837/29716/25187/25238/681190,109
BP,GO:1901021,positive regulation of calcium ion transmembrane transporter activity,27/4834,45/18112,2.6169102025346576e-6,9.619703426077121e-5,6.831205168510054e-5,29424/25297/25650/25471/686019/63883/140908/192129/117087/361618/312981/25399/192249/58942/498328/498174/24242/24244/50663/362895/25296/363674/24782/361110/116600/295214/689560,27
BP,GO:0003002,regionalization,143/4834,383/18112,2.639269645311304e-6,9.647996814526878e-5,6.851297050021567e-5,25646/499745/29424/293649/498633/25640/501099/305999/294503/313575/64186/311551/78974/312781/305256/25114/287662/296511/29279/246334/266803/79225/100912525/64444/360905/303991/308766/501097/289229/679693/24205/260326/367242/497987/171356/679028/114850/25317/299499/84402/312495/170915/84354/116466/303491/116548/25236/288154/500532/287647/680427/170905/315952/114502/307151/84353/361769/24882/305719/116490/25483/306657/315606/315196/114500/685072/114090/288152/25495/25296/316742/140588/65165/116557/79249/29751/155430/29619/311071/367100/116554/316052/24457/313757/25496/503000/24370/353305/24459/314850/309626/81808/303968/29216/29458/317715/171566/24881/499497/24323/303617/140590/54323/304850/297099/300128/293452/50938/29263/304947/78973/308577/366542/293976/29492/54264/307594/315337/25099/50554/114634/113984/84486/364706/64572/29410/289392/58946/66019/312451/293046/64628/114487/64865/313228/79558/25509/310652/307217/25507/361419/363286/688999,143
BP,GO:0044706,multi-multicellular organism process,128/4834,336/18112,2.680594399304415e-6,9.744923285869089e-5,6.920127094220588e-5,24483/362607/24356/24790/25446/25721/24392/25682/291755/367956/29477/83631/29560/294503/25505/171522/24383/117560/303021/29681/24390/497991/94203/266803/25293/24185/170912/64202/306127/289560/56718/116590/192129/292666/308589/252919/89805/25285/24482/65210/116474/25117/29657/113947/289596/24918/170567/298317/314322/297508/24484/116548/84586/25516/24834/24268/685325/360468/117033/24174/84420/83580/24525/688600/315907/25248/24602/64204/24384/114700/29417/24335/117277/25608/260321/362842/360606/29723/81648/60447/117179/60584/307562/65165/245921/25026/84023/29642/308562/315346/84009/364634/25154/360268/24807/25335/306459/113976/25445/24323/312670/297867/140590/100360880/361920/24413/29263/24241/25508/313488/313262/25107/84022/291966/113984/84399/84426/689008/310638/171052/295252/367846/304666/25271/24929/29680/24326/288051,128
BP,GO:0071277,cellular response to calcium ion,45/4834,91/18112,2.887115469124302e-6,1.0381257404998943e-4,7.37200473856828e-5,64440/80977/309650/116477/361921/362249/301113/310791/288057/60568/25196/361069/306285/25731/312981/314322/24518/60391/362988/498328/24805/501158/60564/54276/24516/78975/191595/25716/499497/24323/60565/309957/100360880/301446/498972/25617/65198/361714/361400/308909/288371/297516/289144/54260/24170,45
BP,GO:0046578,regulation of Ras protein signal transduction,85/4834,205/18112,2.8871886095969708e-6,1.0381257404998943e-4,7.37200473856828e-5,116479/25751/306934/365216/314904/64665/301363/315055/303222/307500/287543/308023/83805/291610/500906/260326/63994/307098/171381/171565/500985/296380/24482/360797/685244/361674/303836/367085/361987/317219/83709/293497/767613/24525/24629/306380/84014/29434/309451/24596/79121/24335/362842/360606/302373/192126/100361376/293024/25496/29372/81821/313210/83501/58834/60336/312915/311913/690538/309548/309429/689710/170851/26295/29492/312664/302378/60427/313633/305156/292912/24673/287633/361503/499672/58946/116744/360720/304883/305675/312113/100361774/170818/116691/54260/291713,85
BP,GO:0072073,kidney epithelium development,70/4834,161/18112,2.9178018534468485e-6,1.043431314982623e-4,7.409681022568971e-5,85272/360272/24650/50672/25640/84469/313575/311553/94203/79225/24706/300455/171287/171356/113970/25317/24771/287715/84402/116466/311508/85435/362918/25236/306664/84353/498328/85497/59328/25216/306657/85471/315196/25495/25296/140588/60584/502935/116557/367100/100361376/50677/81516/25496/498819/503000/299138/308523/24881/499497/304947/316539/170672/366542/29492/50554/24716/24224/114634/301285/24577/84426/364706/25252/286994/24225/24326/307740/25240/25406,70
BP,GO:0048706,embryonic skeletal system development,64/4834,144/18112,3.132118515516465e-6,1.1112756170618129e-4,7.891461308810411e-5,85272/24790/365900/287357/314694/291356/81707/294503/501145/498918/25703/287662/296511/100912525/303991/501097/679693/315615/288151/497987/25705/361472/171356/266813/367218/303491/116548/287647/299979/307151/84353/305386/316013/29417/25267/288152/25495/25296/140588/502935/64637/24457/85489/84046/25654/24459/299138/317715/499497/313922/298894/297099/29263/304947/308577/366542/114634/84399/25252/314523/367846/24326/315039/688999,64
BP,GO:0099565,"chemical synaptic transmission, postsynaptic",58/4834,127/18112,3.141295817226401e-6,1.1112756170618129e-4,7.891461308810411e-5,266734/83721/24412/25297/116638/140447/25369/296374/24410/171131/25505/25103/303926/307206/81721/140908/25049/25590/114115/50646/29480/114850/25101/25521/117542/54239/171571/60391/140448/117096/85275/498922/287110/29219/25456/116470/24596/54240/689172/89808/24397/50557/59312/81632/84685/26955/29386/24925/499497/100233213/64574/24922/24225/56768/63997/25238/24408/311191,58
BP,GO:0110053,regulation of actin filament organization,108/4834,276/18112,3.865140768424765e-6,1.360033489638233e-4,9.657956583753184e-5,360272/65172/116479/84591/315121/364206/297518/303342/288669/316369/54227/293860/691418/83620/300754/100910872/100363276/303021/308864/313155/117028/361828/298584/310695/300519/140898/56718/117273/360593/50646/315655/64226/25537/29480/316521/691149/85420/24771/369016/60324/287418/308516/117542/286928/685611/29431/81504/362918/361517/360820/365396/306941/81661/304282/29733/296710/304193/59326/81531/116667/114514/307482/79121/287931/361617/89808/360854/296935/315348/59312/170911/81732/84023/60445/301511/84685/282843/24807/60382/29397/305332/64303/58834/312915/360950/64032/170538/309429/298890/25513/684811/293344/300838/310131/84426/289257/291171/65261/116744/25252/305675/287876/293410/117183/298399/361256/25566/24170,108
BP,GO:0030323,respiratory tube development,105/4834,267/18112,4.027371446762507e-6,1.4095800063668775e-4,1.0009799469305023e-4,294925/24790/24650/29459/363071/29227/501099/287707/313729/81707/294503/81722/64186/25512/287986/25703/24831/25114/311553/25049/29348/313860/289229/116590/24914/362624/315139/29748/679028/25285/24482/25317/246323/170915/25531/116466/116548/114031/25236/24268/299979/361341/117033/311061/84353/310315/24525/24629/287899/25478/64191/114110/315196/25267/314436/94338/360230/360606/25495/363185/25296/81648/140588/311909/60584/502935/116557/308435/29300/58868/304071/314930/25496/84046/297480/25154/29386/308523/299284/298894/362264/140590/25116/64032/500863/300128/24413/689710/171160/170851/24835/499593/25099/117282/293166/114487/314785/316325/367846/84431/24329/24668/494125/361419/317646,105
BP,GO:0030324,lung development,104/4834,264/18112,4.078836897711986e-6,1.4200395125367658e-4,1.0084075181812035e-4,294925/24790/24650/29459/363071/29227/501099/287707/313729/81707/294503/81722/64186/25512/287986/25703/24831/25114/311553/25049/29348/313860/289229/116590/24914/362624/315139/29748/679028/25285/24482/25317/246323/170915/25531/116466/114031/25236/24268/299979/361341/117033/311061/84353/310315/24525/24629/287899/25478/64191/114110/315196/25267/314436/94338/360230/360606/25495/363185/25296/81648/140588/311909/60584/502935/116557/308435/29300/58868/304071/314930/25496/84046/297480/25154/29386/308523/299284/298894/362264/140590/25116/64032/500863/300128/24413/689710/171160/170851/24835/499593/25099/117282/293166/114487/314785/316325/367846/84431/24329/24668/494125/361419/317646,104
BP,GO:0032956,regulation of actin cytoskeleton organization,137/4834,367/18112,4.289738594060032e-6,1.4856042078376322e-4,1.0549667378965368e-4,360272/65172/116479/84591/315121/364206/297518/303342/288669/316369/54227/293860/691418/83620/361921/300754/100910872/100363276/303021/308864/313155/303222/309922/117028/64373/361828/298584/310695/300519/140898/56718/289229/117273/360593/295588/63994/50646/307403/315655/64226/25537/29480/296789/316521/361069/691149/85420/24771/369016/60324/287418/308516/170915/117542/286928/685611/29431/81504/362918/361517/360820/365396/306941/81661/304282/29733/296710/304193/24629/59326/81531/116667/114514/363062/81737/307482/79121/287931/361617/89808/309722/24493/360854/296935/315348/59312/170911/286993/81732/84023/60445/316258/363913/100360623/293024/301511/84685/282843/24807/60382/29397/305332/64303/499497/58834/24323/312915/360950/64032/300128/170538/309429/25508/29492/50554/298890/25513/684811/293344/300838/310131/84426/289257/291171/65261/116744/25252/171500/305675/287876/293410/362993/117183/298399/361256/25566/24170,137
BP,GO:0071772,response to BMP,79/4834,189/18112,4.4264415794953294e-6,1.5155596342968805e-4,1.0762388764427856e-4,307251/85272/65195/502727/117140/680066/294503/307618/313575/83476/294754/252833/266803/79225/690899/296952/287638/300455/679028/363455/252835/100360307/310681/84402/367218/85435/114031/25236/309377/681433/59328/363294/25483/59302/25431/85471/94338/311331/360606/25495/25296/360959/81735/65164/170842/29300/58868/83727/367100/315748/24373/79210/81516/313757/25496/84046/690516/114208/287765/365894/29216/83837/24881/315879/81647/140590/29263/298744/679869/308739/29492/50554/301285/292770/94188/25661/80722/25404/79558,79
BP,GO:0071773,cellular response to BMP stimulus,79/4834,189/18112,4.4264415794953294e-6,1.5155596342968805e-4,1.0762388764427856e-4,307251/85272/65195/502727/117140/680066/294503/307618/313575/83476/294754/252833/266803/79225/690899/296952/287638/300455/679028/363455/252835/100360307/310681/84402/367218/85435/114031/25236/309377/681433/59328/363294/25483/59302/25431/85471/94338/311331/360606/25495/25296/360959/81735/65164/170842/29300/58868/83727/367100/315748/24373/79210/81516/313757/25496/84046/690516/114208/287765/365894/29216/83837/24881/315879/81647/140590/29263/298744/679869/308739/29492/50554/301285/292770/94188/25661/80722/25404/79558,79
BP,GO:0010810,regulation of cell-substrate adhesion,95/4834,237/18112,4.4542009887831856e-6,1.5155596342968805e-4,1.0762388764427856e-4,25751/64558/298594/100360552/307376/306873/499443/81707/293860/114483/25197/83476/365691/366474/301363/100363276/29681/303259/64202/361568/282583/361313/117273/83805/291610/89805/306759/50646/307098/296179/317470/296409/296789/361069/498003/81823/24771/305679/369016/688400/303836/361840/685611/305987/315609/116548/114111/306941/360468/29645/117033/288038/114492/25622/311622/114514/29417/79128/287931/360606/293677/50557/313831/302396/25694/60445/292401/60331/315346/301511/25496/25614/307940/687031/311494/305332/299284/24881/58834/314280/445442/312401/313339/192248/309429/54308/84050/25494/24224/25513/25661/501841/84426/25414/287876,95
BP,GO:0045055,regulated exocytosis,111/4834,286/18112,4.468367310844906e-6,1.5155596342968805e-4,1.0762388764427856e-4,65153/64440/83721/80977/289733/364206/83730/25075/296083/81803/24803/25369/360725/81022/171131/295217/25505/361342/24451/25159/60568/25012/364403/81721/140908/116728/308589/25590/114115/63994/500985/171337/361069/116508/114850/24675/25101/287537/25316/116657/306285/360797/25731/361651/25398/64832/25531/54239/25130/24473/24316/502585/312502/83709/58942/84573/24242/24244/50663/79434/498475/25248/24602/81531/29219/116470/81820/29434/310626/24805/362842/140591/60564/60590/315348/499903/315840/297607/83589/24948/64030/29693/56827/25496/295347/191595/29597/81672/25716/252857/60565/286937/117559/29528/362876/308003/65198/116600/114554/29717/25328/114593/81745/58853/257648/171111/56768/29716/116691/140665/25047,111
BP,GO:0019932,second-messenger-mediated signaling,128/4834,339/18112,4.528276301864525e-6,1.5280029777573628e-4,1.0850752228867277e-4,84686/25051/29424/50672/81530/301086/81636/24412/29477/140447/308913/307820/25650/498440/24410/59295/311570/29542/686019/24414/24383/100361138/290614/310533/29702/308995/65096/25638/56718/287673/50646/29748/291908/29256/64622/24482/361069/171115/24675/81823/117242/362627/365391/312981/114509/25690/315609/313564/29209/100124593/29645/24316/287637/24242/24244/50663/81816/303569/25679/311658/24602/294560/81743/25608/140473/81648/294394/64152/308899/24166/24782/25651/63839/25262/25026/63885/84023/29693/25620/54276/84685/83506/64185/361110/117027/29458/362665/24323/252857/25686/286937/445442/140929/312401/24932/192248/24418/24816/365382/24835/25107/81744/500986/191569/361400/25054/294075/288371/116744/494021/689560/497892/114215/60349/114593/81745/361697/24929/64455/25147/25240/24329/29716/25187/24408/83826/291713/25047,128
BP,GO:0050679,positive regulation of epithelial cell proliferation,90/4834,222/18112,4.564755037711454e-6,1.5307290632995315e-4,1.0870110881437566e-4,58812/680616/24483/24790/499745/65218/100360552/306873/24957/294503/291912/680717/117279/58961/24390/24451/497991/94203/25159/246334/24185/29348/56718/116777/24874/289754/24482/114850/65129/25317/311144/24918/84402/25125/114111/117033/307151/25584/84353/365299/25431/114110/366508/498764/25495/25296/64033/502935/65164/25694/192126/25262/24516/498309/25496/85489/84046/297480/24807/117027/29397/299284/683206/362264/140590/58919/289515/24498/192248/309757/679869/29220/24835/29492/84022/303443/84399/24577/310131/25404/171102/114487/25429/81745/292658/58853/361698/64535/24329/315039,90
BP,GO:0006469,negative regulation of protein kinase activity,86/4834,210/18112,4.5828818460487495e-6,1.5307290632995315e-4,1.0870110881437566e-4,85272/499941/24708/83721/292887/25367/78969/293649/114705/25369/313729/64468/362513/312781/300980/24855/360555/29644/681059/24185/299626/25112/81666/362778/291610/24205/360593/301119/296072/500985/498003/63995/171136/84402/25521/114509/360584/309377/140448/117186/29645/24316/114906/316131/56029/690898/500616/297682/24602/64204/29417/287931/59314/25296/50557/64152/192126/301164/315858/50677/287005/305922/25725/683722/683206/24498/170538/309757/689710/313633/292912/266709/113984/360481/24426/501841/498008/291171/308909/25404/362622/81745/117063/25675/116457/114851,86
